pair_id,process,step
1726,Eject the CD Tray for Windows 10 - Ejecting from Inside a Desktop PC,no
1727,Eject the CD Tray for Windows 10 - Ejecting from Inside a Desktop PC,NO
1728,Eject the CD Tray for Windows 10 - Ejecting from Inside a Desktop PC,no
1729,Uninstall Twitch on PC or Mac - Using Mac,no
1730,Uninstall Twitch on PC or Mac - Using Mac,NO
1731,Uninstall Twitch on PC or Mac - Using Mac,NO
1732,Uninstall Twitch on PC or Mac - Using Mac,no
1733,Uninstall Twitch on PC or Mac - Using Mac,no
1734,Open CSV Files - OpenOffice Calc,Open from the main menu and from play store download CSV Files
1735,Open CSV Files - OpenOffice Calc,no
1736,Open CSV Files - OpenOffice Calc,NO
1737,Open CSV Files - OpenOffice Calc,NO
1738,Open CSV Files - OpenOffice Calc,no
1739,Be Ready and Comfortable Kissing a Guy,no
1740,Be Ready and Comfortable Kissing a Guy,NO
1741,Be Ready and Comfortable Kissing a Guy,use mouthwash
1742,Be Ready and Comfortable Kissing a Guy,hold your boy friend's hand tightly
1743,Be Ready and Comfortable Kissing a Guy,no
1744,Remove Vocals from Songs - Removing the Center Channel,NO
1745,Remove Vocals from Songs - Removing the Center Channel,NO
1746,Remove Vocals from Songs - Removing the Center Channel,no
1747,Remove Vocals from Songs - Removing the Center Channel,no
1748,Remove Vocals from Songs - Removing the Center Channel,NO
1749,Grow a Magnolia Tree - Laying the Seed,no
1750,Grow a Magnolia Tree - Laying the Seed,NO
1751,Grow a Magnolia Tree - Laying the Seed,no
1752,Grow a Magnolia Tree - Laying the Seed,Water the seeds accordingly
1753,Grow a Magnolia Tree - Laying the Seed,no
1754,Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS,NO
1755,Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS,NO
1756,Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS,NO
1757,Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS,no
1758,Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS,no
1759,Install Internet Explorer - Using Windows 10,NO
1760,Install Internet Explorer - Using Windows 10,NO
1761,Install Internet Explorer - Using Windows 10,NO
1762,Install Internet Explorer - Using Windows 10,no
1763,Install Internet Explorer - Using Windows 10,NO
1764,Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,no
1765,Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,NO
1766,Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,NO
1767,Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,NO
1768,Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,no
1769,Format FAT32 - Windows (Drives 32 GB and Smaller),NO
1770,Format FAT32 - Windows (Drives 32 GB and Smaller),no
1771,Format FAT32 - Windows (Drives 32 GB and Smaller),NO
1772,Format FAT32 - Windows (Drives 32 GB and Smaller),no
1773,Format FAT32 - Windows (Drives 32 GB and Smaller),NO
1774,Clean a Granite Sink - Removing Hard Water Stains,no
1775,Clean a Granite Sink - Removing Hard Water Stains,NO
1776,Clean a Granite Sink - Removing Hard Water Stains,no
1777,Clean a Granite Sink - Removing Hard Water Stains,no
1778,Clean a Granite Sink - Removing Hard Water Stains,no
1779,Pressure Wash Vinyl Siding - Spraying on the Cleaning Solution,NO
1780,Pressure Wash Vinyl Siding - Spraying on the Cleaning Solution,no
1781,Pressure Wash Vinyl Siding - Spraying on the Cleaning Solution,NO
1782,Pressure Wash Vinyl Siding - Spraying on the Cleaning Solution,NO
1783,Pressure Wash Vinyl Siding - Spraying on the Cleaning Solution,no
1784,Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,NO
1785,Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,no
1786,Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,NO
1787,Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,NO
1788,Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,no
1789,Use Excel - Creating Charts,NO
1790,Use Excel - Creating Charts,NO
1791,Use Excel - Creating Charts,no
1792,Use Excel - Creating Charts,first need data which you want to create chart and decide which dat part is x-axis and y-axis
1793,Use Excel - Creating Charts,no
1794,Stay Organized when Moving,Provide water for everyone helping
1795,Stay Organized when Moving,no
1796,Stay Organized when Moving,NO
1797,Stay Organized when Moving,Make up the boxes
1798,Stay Organized when Moving,no
1799,Create a Kahoot Game,no
1800,Create a Kahoot Game,NO
1801,Create a Kahoot Game,no
1802,Create a Kahoot Game,NO
1803,Create a Kahoot Game,no
1804,Report a Fake Account on Facebook - Using the Mobile App,no
1805,Report a Fake Account on Facebook - Using the Mobile App,NO
1806,Report a Fake Account on Facebook - Using the Mobile App,Wait for Facebook to review and coming back with a conclusion
1807,Report a Fake Account on Facebook - Using the Mobile App,Block profile
1808,Report a Fake Account on Facebook - Using the Mobile App,no
1809,Cook Brazilian Rice - Method One: Traditional Brazilian Rice,NO
1810,Cook Brazilian Rice - Method One: Traditional Brazilian Rice,no
1811,Cook Brazilian Rice - Method One: Traditional Brazilian Rice,NO
1812,Cook Brazilian Rice - Method One: Traditional Brazilian Rice,NO
1813,Cook Brazilian Rice - Method One: Traditional Brazilian Rice,no
1814,"Make a Plaster Cast of a Footwear Mark, Tyre Impression or Animal Footprint",no
1815,"Make a Plaster Cast of a Footwear Mark, Tyre Impression or Animal Footprint",NO
1816,"Make a Plaster Cast of a Footwear Mark, Tyre Impression or Animal Footprint",NO
1817,"Make a Plaster Cast of a Footwear Mark, Tyre Impression or Animal Footprint",no
1818,"Make a Plaster Cast of a Footwear Mark, Tyre Impression or Animal Footprint",NO
1819,"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",NO
1820,"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",NO
1821,"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",NO
1822,"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",be careful while handling knife
1823,"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",no
1824,Cook Diced Beef - Sautéing Diced Beef,no
1825,Cook Diced Beef - Sautéing Diced Beef,no
1826,Cook Diced Beef - Sautéing Diced Beef,Get your ingredients
1827,Cook Diced Beef - Sautéing Diced Beef,NO
1828,Cook Diced Beef - Sautéing Diced Beef,no
1829,Make a Camo Cake - Baking the Cake,no
1830,Make a Camo Cake - Baking the Cake,no
1831,Make a Camo Cake - Baking the Cake,NO
1832,Make a Camo Cake - Baking the Cake,NO
1833,Make a Camo Cake - Baking the Cake,"Buy cake mix and green, black, and blue food coloring gel."
1834,Go to Sleep Fast for Kids - Starting a Bedtime Routine,NO
1835,Go to Sleep Fast for Kids - Starting a Bedtime Routine,NO
1836,Go to Sleep Fast for Kids - Starting a Bedtime Routine,no
1837,Go to Sleep Fast for Kids - Starting a Bedtime Routine,no
1838,Go to Sleep Fast for Kids - Starting a Bedtime Routine,NO
1839,Diagnose a Fistula - Getting a Medical Diagnosis,NO
1840,Diagnose a Fistula - Getting a Medical Diagnosis,NO
1841,Diagnose a Fistula - Getting a Medical Diagnosis,NO
1842,Diagnose a Fistula - Getting a Medical Diagnosis,NO
1843,Diagnose a Fistula - Getting a Medical Diagnosis,"Get information on the symptoms of anal fistulas, how they are"
1844,Make a Paper Hat - Making a Sailor or Alpine Hat,NO
1845,Make a Paper Hat - Making a Sailor or Alpine Hat,NO
1846,Make a Paper Hat - Making a Sailor or Alpine Hat,NO
1847,Make a Paper Hat - Making a Sailor or Alpine Hat,NO
1848,Make a Paper Hat - Making a Sailor or Alpine Hat,check it everything is ok
1849,Check Traffic - Checking Traffic with Google Maps,If you pass any obstacles mark them in the Google Maps app
1850,Check Traffic - Checking Traffic with Google Maps,no
1851,Check Traffic - Checking Traffic with Google Maps,NO
1852,Check Traffic - Checking Traffic with Google Maps,NO
1853,Check Traffic - Checking Traffic with Google Maps,no
1854,Prune Walnut Trees - Deciding on Tools,no
1855,Prune Walnut Trees - Deciding on Tools,NO
1856,Prune Walnut Trees - Deciding on Tools,Don't use a chainsaw on smaller branches.
1857,Prune Walnut Trees - Deciding on Tools,no
1858,Prune Walnut Trees - Deciding on Tools,NO
1859,Hide Your Profile Picture on Facebook - Using a Computer,no
1860,Hide Your Profile Picture on Facebook - Using a Computer,NO
1861,Hide Your Profile Picture on Facebook - Using a Computer,no
1862,Hide Your Profile Picture on Facebook - Using a Computer,no
1863,Hide Your Profile Picture on Facebook - Using a Computer,no
1864,Hang Floating Shelves - Installing Cleats,NO
1865,Hang Floating Shelves - Installing Cleats,no
1866,Hang Floating Shelves - Installing Cleats,NO
1867,Hang Floating Shelves - Installing Cleats,NO
1868,Hang Floating Shelves - Installing Cleats,no
1869,Make a Balloon Pet - Balloon stress relief pet,NO
1870,Make a Balloon Pet - Balloon stress relief pet,no
1871,Make a Balloon Pet - Balloon stress relief pet,NO
1872,Make a Balloon Pet - Balloon stress relief pet,NO
1873,Make a Balloon Pet - Balloon stress relief pet,NO
1874,Buy Postage Online - Purchasing Postage Labels Online with Stamps.com,NO
1875,Buy Postage Online - Purchasing Postage Labels Online with Stamps.com,no
1876,Buy Postage Online - Purchasing Postage Labels Online with Stamps.com,NO
1877,Buy Postage Online - Purchasing Postage Labels Online with Stamps.com,"Read the ""About"" section on the website."
1878,Buy Postage Online - Purchasing Postage Labels Online with Stamps.com,no
1879,Create a Fillable PDF - Editing Form Fields,no
1880,Create a Fillable PDF - Editing Form Fields,NO
1881,Create a Fillable PDF - Editing Form Fields,NO
1882,Create a Fillable PDF - Editing Form Fields,Add a new field and erase it to test it out.
1883,Create a Fillable PDF - Editing Form Fields,no
1884,Create a Macaron Cake - Assembling the Cake,NO
1885,Create a Macaron Cake - Assembling the Cake,NO
1886,Create a Macaron Cake - Assembling the Cake,NO
1887,Create a Macaron Cake - Assembling the Cake,no
1888,Create a Macaron Cake - Assembling the Cake,no
1889,Make a Pumpkin Cake - Vegan Pumpkin Cake,NO
1890,Make a Pumpkin Cake - Vegan Pumpkin Cake,no
1891,Make a Pumpkin Cake - Vegan Pumpkin Cake,NO
1892,Make a Pumpkin Cake - Vegan Pumpkin Cake,NO
1893,Make a Pumpkin Cake - Vegan Pumpkin Cake,NO
1894,Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,NO
1895,Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,no
1896,Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,NO
1897,Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,no
1898,Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,no
1899,Make a Gas Mask - Making an Air Filter for your Mask,NO
1900,Make a Gas Mask - Making an Air Filter for your Mask,NO
1901,Make a Gas Mask - Making an Air Filter for your Mask,no
1902,Make a Gas Mask - Making an Air Filter for your Mask,no
1903,Make a Gas Mask - Making an Air Filter for your Mask,Cut a U-Shape on the Side of the Bottle
1904,Buy a Harley Davidson - Considering a Used Harley-Davidson,NO
1905,Buy a Harley Davidson - Considering a Used Harley-Davidson,NO
1906,Buy a Harley Davidson - Considering a Used Harley-Davidson,no
1907,Buy a Harley Davidson - Considering a Used Harley-Davidson,no
1908,Buy a Harley Davidson - Considering a Used Harley-Davidson,NO
1909,Tell If Someone Is in Your Closet,no
1910,Tell If Someone Is in Your Closet,NO
1911,Tell If Someone Is in Your Closet,NO
1912,Tell If Someone Is in Your Closet,NO
1913,Tell If Someone Is in Your Closet,no
1914,Play Chopsticks on a Keyboard or Piano - Playing the Song,no
1915,Play Chopsticks on a Keyboard or Piano - Playing the Song,NO
1916,Play Chopsticks on a Keyboard or Piano - Playing the Song,NO
1917,Play Chopsticks on a Keyboard or Piano - Playing the Song,NO
1918,Play Chopsticks on a Keyboard or Piano - Playing the Song,no
1919,Service an Air Conditioner - Clean the Air Conditioner,no
1920,Service an Air Conditioner - Clean the Air Conditioner,NO
1921,Service an Air Conditioner - Clean the Air Conditioner,no
1922,Service an Air Conditioner - Clean the Air Conditioner,no
1923,Service an Air Conditioner - Clean the Air Conditioner,no
1924,Reset Browser Settings - Firefox,NO
1925,Reset Browser Settings - Firefox,NO
1926,Reset Browser Settings - Firefox,NO
1927,Reset Browser Settings - Firefox,no
1928,Reset Browser Settings - Firefox,no
1929,Fix a Bicep Tear - Resuming Physical Activity,NO
1930,Fix a Bicep Tear - Resuming Physical Activity,NO
1931,Fix a Bicep Tear - Resuming Physical Activity,no
1932,Fix a Bicep Tear - Resuming Physical Activity,"When the pain subsides, start to slowly resume physical activity."
1933,Fix a Bicep Tear - Resuming Physical Activity,no
1934,Turn On Windows Defender - Turning on Windows Defender,NO
1935,Turn On Windows Defender - Turning on Windows Defender,NO
1936,Turn On Windows Defender - Turning on Windows Defender,no
1937,Turn On Windows Defender - Turning on Windows Defender,NO
1938,Turn On Windows Defender - Turning on Windows Defender,"In the search bar, type Windows Security"
1939,Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,NO
1940,Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,no
1941,Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,no
1942,Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,NO
1943,Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,NO
1944,Brown a Roast for Cooking in a Crockpot,no
1945,Brown a Roast for Cooking in a Crockpot,NO
1946,Brown a Roast for Cooking in a Crockpot,no
1947,Brown a Roast for Cooking in a Crockpot,no
1948,Brown a Roast for Cooking in a Crockpot,no
1949,Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,"After step 3: We should combine the ingredients such as salt, pepper power, chilliflakes, oregano and keep aside for 10 min. After step 9: fritters to be transferred into the serving plate with some coriander and herbs on it."
1950,Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,Ensure all ingredients are gluten free
1951,Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,no
1952,Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,no
1953,Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,NO
1954,Clear Your Browser's Cache - Firefox on Desktop,no
1955,Clear Your Browser's Cache - Firefox on Desktop,no
1956,Clear Your Browser's Cache - Firefox on Desktop,NO
1957,Clear Your Browser's Cache - Firefox on Desktop,no
1958,Clear Your Browser's Cache - Firefox on Desktop,no
1959,Build a Home Studio for Computer Based Music Recording - Building a Home Studio,no
1960,Build a Home Studio for Computer Based Music Recording - Building a Home Studio,NO
1961,Build a Home Studio for Computer Based Music Recording - Building a Home Studio,NO
1962,Build a Home Studio for Computer Based Music Recording - Building a Home Studio,no
1963,Build a Home Studio for Computer Based Music Recording - Building a Home Studio,Seek legal advice
1964,Draw Skylanders - Hex,NO
1965,Draw Skylanders - Hex,NO
1966,Draw Skylanders - Hex,NO
1967,Draw Skylanders - Hex,no
1968,Draw Skylanders - Hex,no
1969,Ride the Disneyland Monorail - Preparing to Board,no
1970,Ride the Disneyland Monorail - Preparing to Board,no
1971,Ride the Disneyland Monorail - Preparing to Board,NO
1972,Ride the Disneyland Monorail - Preparing to Board,no
1973,Ride the Disneyland Monorail - Preparing to Board,NO
1974,Make Rainbow Frosting - Skittles Rainbow Frosting,NO
1975,Make Rainbow Frosting - Skittles Rainbow Frosting,NO
1976,Make Rainbow Frosting - Skittles Rainbow Frosting,NO
1977,Make Rainbow Frosting - Skittles Rainbow Frosting,NO
1978,Make Rainbow Frosting - Skittles Rainbow Frosting,no
1979,Field Dress a Deer - Removing the Entrails,NO
1980,Field Dress a Deer - Removing the Entrails,no
1981,Field Dress a Deer - Removing the Entrails,NO
1982,Field Dress a Deer - Removing the Entrails,Make sure the deer is dead.
1983,Field Dress a Deer - Removing the Entrails,no
1984,Use Instacart on an iPhone or iPad,NO
1985,Use Instacart on an iPhone or iPad,NO
1986,Use Instacart on an iPhone or iPad,NO
1987,Use Instacart on an iPhone or iPad,NO
1988,Use Instacart on an iPhone or iPad,no
1989,Make Crunchy Cajun Potato Snacks,no
1990,Make Crunchy Cajun Potato Snacks,NO
1991,Make Crunchy Cajun Potato Snacks,NO
1992,Make Crunchy Cajun Potato Snacks,NO
1993,Make Crunchy Cajun Potato Snacks,no
1994,"Add Colorful Emoticons, Icons and Smiley Faces in Outlook",NO
1995,"Add Colorful Emoticons, Icons and Smiley Faces in Outlook",NO
1996,"Add Colorful Emoticons, Icons and Smiley Faces in Outlook",NO
1997,"Add Colorful Emoticons, Icons and Smiley Faces in Outlook",no
1998,"Add Colorful Emoticons, Icons and Smiley Faces in Outlook",no
1999,Cook Freekeh - Freekeh Pilaf,NO
2000,Cook Freekeh - Freekeh Pilaf,no
2001,Cook Freekeh - Freekeh Pilaf,NO
2002,Cook Freekeh - Freekeh Pilaf,NO
2003,Cook Freekeh - Freekeh Pilaf,no
2004,Change Your General Preferences on Safari - iOS,no
2005,Change Your General Preferences on Safari - iOS,NO
2006,Change Your General Preferences on Safari - iOS,no
2007,Change Your General Preferences on Safari - iOS,NO
2008,Change Your General Preferences on Safari - iOS,NO
2009,Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer,NO
2010,Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer,NO
2011,Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer,no
2012,Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer,no
2013,Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer,no
2014,Make German Chocolate Caramel Brownies,NO
2015,Make German Chocolate Caramel Brownies,NO
2016,Make German Chocolate Caramel Brownies,NO
2017,Make German Chocolate Caramel Brownies,no
2018,Make German Chocolate Caramel Brownies,no
2019,Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker,no
2020,Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker,NO
2021,Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker,NO
2022,Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker,no
2023,Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker,no
2024,Make a Vanilla Cake - Basic Vanilla Cake,NO
2025,Make a Vanilla Cake - Basic Vanilla Cake,NO
2026,Make a Vanilla Cake - Basic Vanilla Cake,NO
2027,Make a Vanilla Cake - Basic Vanilla Cake,no
2028,Make a Vanilla Cake - Basic Vanilla Cake,NO
2029,Make Angel's Delight,NO
2030,Make Angel's Delight,no
2031,Make Angel's Delight,NO
2032,Make Angel's Delight,NO
2033,Make Angel's Delight,no
2034,Use Microsoft Paint in Windows - Adding Text,no
2035,Use Microsoft Paint in Windows - Adding Text,NO
2036,Use Microsoft Paint in Windows - Adding Text,NO
2037,Use Microsoft Paint in Windows - Adding Text,NO
2038,Use Microsoft Paint in Windows - Adding Text,NO
2039,Construct a Raised Planting Bed - Constructing the Frame,NO
2040,Construct a Raised Planting Bed - Constructing the Frame,no
2041,Construct a Raised Planting Bed - Constructing the Frame,NO
2042,Construct a Raised Planting Bed - Constructing the Frame,NO
2043,Construct a Raised Planting Bed - Constructing the Frame,no
2044,Paint Patio Furniture - Refinishing Rusty Metal Furniture,no
2045,Paint Patio Furniture - Refinishing Rusty Metal Furniture,NO
2046,Paint Patio Furniture - Refinishing Rusty Metal Furniture,NO
2047,Paint Patio Furniture - Refinishing Rusty Metal Furniture,no
2048,Paint Patio Furniture - Refinishing Rusty Metal Furniture,no
2049,Bake a Cake - Making Apple Cake,NO
2050,Bake a Cake - Making Apple Cake,no
2051,Bake a Cake - Making Apple Cake,NO
2052,Bake a Cake - Making Apple Cake,no
2053,Bake a Cake - Making Apple Cake,no
2054,Make a Vegan Avocado Chocolate Cake,NO
2055,Make a Vegan Avocado Chocolate Cake,no
2056,Make a Vegan Avocado Chocolate Cake,no
2057,Make a Vegan Avocado Chocolate Cake,NO
2058,Make a Vegan Avocado Chocolate Cake,NO
2059,Password Protect a PDF - Using PDF2Go,NO
2060,Password Protect a PDF - Using PDF2Go,NO
2061,Password Protect a PDF - Using PDF2Go,NO
2062,Password Protect a PDF - Using PDF2Go,select the option to set paswaord
2063,Password Protect a PDF - Using PDF2Go,NO
2064,Gently Curl Your Hair - Using a Headband,no
2065,Gently Curl Your Hair - Using a Headband,NO
2066,Gently Curl Your Hair - Using a Headband,no
2067,Gently Curl Your Hair - Using a Headband,Shake out and style your curls
2068,Gently Curl Your Hair - Using a Headband,NO
2069,Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,no
2070,Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,NO
2071,Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,NO
2072,Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,NO
2073,Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,no
